,Person_age,No_of_child,Child_ages,Gender,plan_name,cover,Facility,No of Hospitals,Monthly charge,Annually charge
32,22,0,[],Male,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
33,22,0,[],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
34,22,0,[],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
35,22,0,[],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
0,22,1,[3],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
1,22,1,[3],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
2,22,1,[3],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
3,22,1,[3],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
4,22,1,[3],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
5,22,1,[3],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
6,22,1,[3],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
7,22,1,[3],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
8,22,1,[3],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
9,22,1,[3],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
10,22,1,[3],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
11,22,1,[3],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
12,22,1,[3],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
13,22,1,[3],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
14,22,1,[3],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
15,22,1,[3],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
16,22,1,[3],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
17,22,1,[3],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
18,22,1,[3],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
19,22,1,[3],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
20,22,1,[3],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
21,22,1,[3],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
22,22,1,[3],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
23,22,1,[3],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
24,22,1,[3],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
25,22,1,[3],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
26,22,1,[3],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
27,22,1,[3],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
28,22,1,[3],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
29,22,1,[3],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
30,22,1,[3],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
31,22,1,[3],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
32,22,1,[3],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
33,22,1,[3],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
34,22,1,[3],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
35,22,1,[3],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
0,22,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
1,22,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
2,22,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
3,22,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
4,22,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
5,22,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
6,22,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
7,22,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
8,22,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
9,22,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
10,22,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
11,22,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
12,22,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
13,22,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
14,22,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
15,22,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
16,22,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
17,22,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
18,22,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
19,22,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
20,22,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
21,22,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
22,22,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
23,22,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
24,22,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
25,22,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
26,22,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
27,22,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
28,22,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
29,22,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
30,22,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
31,22,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
32,22,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
33,22,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
34,22,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
35,22,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
0,22,1,[3],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
1,22,1,[3],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
2,22,1,[3],Female,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
3,22,1,[3],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
4,22,1,[3],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
5,22,1,[3],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
6,22,1,[3],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
7,22,1,[3],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
8,22,1,[3],Female,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
9,22,1,[3],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
10,22,1,[3],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
11,22,1,[3],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
12,22,1,[3],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
13,22,1,[3],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
14,22,1,[3],Female,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
15,22,1,[3],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
16,22,1,[3],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
17,22,1,[3],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
18,22,1,[3],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
19,22,1,[3],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
20,22,1,[3],Female,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
21,22,1,[3],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
22,22,1,[3],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
23,22,1,[3],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
24,22,1,[3],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
25,22,1,[3],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
26,22,1,[3],Female,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
27,22,1,[3],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
28,22,1,[3],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
29,22,1,[3],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
30,22,1,[3],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
31,22,1,[3],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
32,22,1,[3],Female,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
33,22,1,[3],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
34,22,1,[3],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
35,22,1,[3],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
0,23,0,[],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
1,23,0,[],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
2,23,0,[],Male,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
3,23,0,[],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
4,23,0,[],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
5,23,0,[],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
6,23,0,[],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
7,23,0,[],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
8,23,0,[],Male,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
9,23,0,[],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
10,23,0,[],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
11,23,0,[],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
12,23,0,[],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
13,23,0,[],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
14,23,0,[],Male,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
15,23,0,[],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
16,23,0,[],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
17,23,0,[],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
18,23,0,[],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
19,23,0,[],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
20,23,0,[],Male,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
21,23,0,[],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
22,23,0,[],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
23,23,0,[],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
24,23,0,[],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
25,23,0,[],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
26,23,0,[],Male,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
27,23,0,[],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
28,23,0,[],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
29,23,0,[],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
30,23,0,[],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
31,23,0,[],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
32,23,0,[],Male,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
33,23,0,[],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
34,23,0,[],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
35,23,0,[],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
0,23,1,[4],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
1,23,1,[4],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
2,23,1,[4],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
3,23,1,[4],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
4,23,1,[4],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
5,23,1,[4],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
6,23,1,[4],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
7,23,1,[4],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
8,23,1,[4],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
9,23,1,[4],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
10,23,1,[4],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
11,23,1,[4],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
12,23,1,[4],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
13,23,1,[4],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
14,23,1,[4],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
15,23,1,[4],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
16,23,1,[4],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
17,23,1,[4],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
18,23,1,[4],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
19,23,1,[4],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
20,23,1,[4],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
21,23,1,[4],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
22,23,1,[4],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
23,23,1,[4],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
24,23,1,[4],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
25,23,1,[4],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
26,23,1,[4],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
27,23,1,[4],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
28,23,1,[4],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
29,23,1,[4],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
30,23,1,[4],Male,Care Advantage,₹ 25L,Cashless Hospitals,270,₹840/month,"₹ 10,079 annually"
31,23,1,[4],Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,102/month","₹ 13,224 annually"
32,23,1,[4],Male,Health Optima,₹ 5L,Cashless Hospitals,300,₹805/month,"₹ 9,652 annually"
33,23,1,[4],Male,Optima Restore,₹ 5L,Cashless Hospitals,410,₹900/month,"₹ 10,796 annually"
34,23,1,[4],Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹875/month,"₹ 10,493 annually"
35,23,1,[4],Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹955/month,"₹ 11,455 annually"
0,23,2,"[4, 2]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
1,23,2,"[4, 2]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
2,23,2,"[4, 2]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
3,23,2,"[4, 2]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
4,23,2,"[4, 2]",Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
5,23,2,"[4, 2]",Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
6,23,2,"[4, 2]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
7,23,2,"[4, 2]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
8,23,2,"[4, 2]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
9,23,2,"[4, 2]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
10,23,2,"[4, 2]",Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
11,23,2,"[4, 2]",Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
12,23,2,"[4, 2]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
13,23,2,"[4, 2]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
14,23,2,"[4, 2]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
15,23,2,"[4, 2]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
16,23,2,"[4, 2]",Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
17,23,2,"[4, 2]",Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
18,23,2,"[4, 2]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
19,23,2,"[4, 2]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
20,23,2,"[4, 2]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
21,23,2,"[4, 2]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
22,23,2,"[4, 2]",Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
23,23,2,"[4, 2]",Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
24,23,2,"[4, 2]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
25,23,2,"[4, 2]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
26,23,2,"[4, 2]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
27,23,2,"[4, 2]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
28,23,2,"[4, 2]",Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
29,23,2,"[4, 2]",Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
30,23,2,"[4, 2]",Male,Care Advantage,₹ 25L,Cashless Hospitals,270,"₹1,197/month","₹ 14,356 annually"
31,23,2,"[4, 2]",Male,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,"₹1,502/month","₹ 18,016 annually"
32,23,2,"[4, 2]",Male,Health Optima,₹ 5L,Cashless Hospitals,300,"₹1,023/month","₹ 12,266 annually"
33,23,2,"[4, 2]",Male,Optima Restore,₹ 5L,Cashless Hospitals,410,"₹1,160/month","₹ 13,917 annually"
34,23,2,"[4, 2]",Male,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹984/month,"₹ 11,804 annually"
35,23,2,"[4, 2]",Male,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,"₹1,293/month","₹ 15,513 annually"
0,23,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
1,23,0,[],Female,1Cr Super Saver,₹ 1Cr,Cashless Hospitals,256,₹890/month,"₹ 10,677 annually"
2,23,0,[],Female,Medi Classic,₹ 5L,Cashless Hospitals,300,₹620/month,"₹ 7,432 annually"
3,23,0,[],Female,Optima Restore,₹ 5L,Cashless Hospitals,410,₹698/month,"₹ 8,370 annually"
4,23,0,[],Female,My:health Suraksha Silver Smart,₹ 5L,Cashless Hospitals,410,₹729/month,"₹ 8,744 annually"
5,23,0,[],Female,1 Cr Sum Insured **,₹ 1Cr,Cashless Hospitals,278,₹684/month,"₹ 8,197 annually"
6,23,0,[],Female,Care Advantage,₹ 25L,Cashless Hospitals,270,₹564/month,"₹ 6,764 annually"
